@relation 'unknown-weka.filters.unsupervised.attribute.Remove-R3,5,10-12'

@attribute confidentiality {yes,no}
@attribute integrity {yes,no}
@attribute availability {yes,no}
@attribute ' identification & authentication' {yes,no}
@attribute accountability {yes,no}
@attribute privacy {yes,no}
@attribute documentID string
@attribute sentence string

@data
no,no,no,no,no,no,oscar_requests,'update manual screenshot'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'-2 hour'
no,no,no,no,no,no,oscar_requests,'make relationship dropdown driven table'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,yes,no,no,yes,no,oscar_requests,'of allow management extra item relationship type use table db'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'oscar relationship interface'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'require client solution flexible more'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'show make sure add value new table up'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'-1 hour'
no,yes,no,no,yes,no,oscar_requests,'add item relation demographic'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,no,no,no,yes,no,oscar_requests,'add master work phone link to record encounter display for contact'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'master demo page'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'like client would see to information more have link do demographic search'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'visual confirmation work that it'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'none update screenshot manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'-1 hour'
no,no,no,yes,no,no,oscar_requests,'generate myoscar username oscar registration'
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,no,no,yes,yes,no,oscar_requests,'enhancement account generation procedure oscar-to-myoscar registration'
no,no,no,yes,no,no,oscar_requests,'problem generate currently oscar username on firstname simple ˜'
no,no,no,no,no,no,oscar_requests,'™ concatenation lastname'
yes,yes,no,yes,yes,no,oscar_requests,'generate patient smith name whose be bob would be automatically username ˜bobzdotzsmith ™ have user ability submit to username this choose another'
yes,yes,no,yes,yes,no,oscar_requests,'non-unique both generate username system username any choose user can be reject thus myoscar s validation ™'
no,no,no,no,no,no,oscar_requests,'propose change'
no,yes,no,no,yes,no,oscar_requests,'screen upon entry register myoscar'
no,yes,no,yes,yes,no,oscar_requests,'propose change generate upon entry screen register myoscar system username logic exist'
no,yes,no,yes,yes,no,oscar_requests,'propose change pass entry screen register myoscar system generate username validate name first name last myoscar web service new to valid that username this be'
no,yes,no,yes,yes,no,oscar_requests,'propose change screen upon entry register myoscar new \\* username pre-validation \\* myoscar web service'
no,yes,no,yes,yes,no,oscar_requests,'propose for change upon entry register screen myoscar unique if username be return username pass as it be'
no,yes,no,yes,yes,no,oscar_requests,'propose for change upon entry register screen myoscar non-unique if username be use name first name last generate to username valid to number scenario possible test uniqueness'
no,no,no,no,no,no,oscar_requests,'example first-name = bob last-name = smith'
no,no,no,no,no,no,oscar_requests,'1st initial first first-name +'
no,no,no,no,no,no,oscar_requests,'+ last-name smith b.'
no,no,no,no,no,no,oscar_requests,'2nd first-name name last bobsmith'
no,no,no,no,no,no,oscar_requests,'+ 3rd first-name index'
no,no,no,no,no,no,oscar_requests,'last-name bob1 +'
no,no,no,no,no,no,oscar_requests,smith
no,yes,no,yes,yes,no,oscar_requests,'return username valid that be unique'
yes,no,no,yes,yes,no,oscar_requests,'register for myoscar display screen username return myoscar'
no,yes,no,yes,yes,no,oscar_requests,'optionally return of instead return username single myoscar first-name list valid username user choose to from on ™ user s'
yes,no,no,yes,yes,no,oscar_requests,'display oscar screen would list allow user choose to'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,yes,no,no,yes,no,oscar_requests,'accessible screen this be from both edit patient detail screen encounter screen register when patient be not currently myoscar'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'break unaccounted bug may registration process'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'frustrating user registration process be limit will myoscar adoption'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'positive test case'
no,no,no,no,no,no,oscar_requests,'positive test case ------------------------------------ condition valid field all'
no,yes,no,yes,yes,no,oscar_requests,'generate use generate unique myoscar id + password'
no,yes,no,yes,no,no,oscar_requests,'have oscar user valid myoscar credentials'
no,no,no,no,no,no,oscar_requests,'process press submit'
no,no,no,no,no,no,oscar_requests,'result display success message screen'
yes,no,no,no,yes,no,oscar_requests,'find search myoscar user'
no,no,no,no,no,no,oscar_requests,'condition valid field all'
no,yes,no,yes,yes,no,oscar_requests,'generate myoscar id unique user-specified + password'
no,no,no,yes,no,no,oscar_requests,'have oscar user valid myoscar credentials'
no,no,no,no,no,no,oscar_requests,'process press submit'
no,no,no,no,no,no,oscar_requests,'result display success message screen'
yes,no,no,no,yes,no,oscar_requests,'find search myoscar user'
no,no,no,no,no,no,oscar_requests,'condition valid field all'
no,yes,no,yes,yes,no,oscar_requests,'user-specified id unique myoscar password user-specified'
no,yes,no,yes,no,no,oscar_requests,'have oscar user valid myoscar credentials'
no,no,no,no,no,no,oscar_requests,'process press submit'
no,no,no,no,no,no,oscar_requests,'result display success message screen'
yes,no,no,no,yes,no,oscar_requests,'find search myoscar user'
no,no,no,no,no,no,oscar_requests,'web service exception'
no,no,no,no,no,no,oscar_requests,'web service exception condition username unique not'
no,yes,no,yes,no,no,oscar_requests,'have oscar user valid myoscar credentials'
no,no,no,no,no,no,oscar_requests,'process press submit'
yes,yes,no,yes,yes,no,oscar_requests,'result display red error message next username to field indicate reject that myoscar registration be due non-unique username'
yes,no,no,no,yes,no,oscar_requests,'find search myoscar do not user'
no,no,no,yes,no,no,oscar_requests,'condition unique username'
no,no,no,yes,no,no,oscar_requests,'have oscar user myoscar credentials invalid'
no,no,no,no,no,no,oscar_requests,'process press submit'
yes,yes,no,yes,yes,no,oscar_requests,'result display red error message top screen indicate have that oscar user doesn t ™ valid myoscar credentials'
yes,no,no,no,yes,no,oscar_requests,'find search myoscar do not user new'
no,no,no,no,no,no,oscar_requests,'condition web service run not'
no,no,no,no,no,no,oscar_requests,'valid field all be'
no,no,no,no,no,no,oscar_requests,'process press submit'
yes,yes,no,yes,yes,no,oscar_requests,'result display red error message top screen indicate be that myoscar down'
no,yes,no,no,yes,no,oscar_requests,'bring myoscar up find user search do not user new'
no,no,no,no,no,no,oscar_requests,'exception other'
no,yes,no,yes,no,no,oscar_requests,'exception other condition unique username field all valid'
no,yes,no,yes,no,no,oscar_requests,'have oscar user valid myoscar credentials'
no,yes,no,no,yes,no,oscar_requests,'have oscar application do not write permission to var lib oscardocument oscar_mcmaster document directory save where the be'
no,no,no,no,no,no,oscar_requests,'process press submit'
yes,yes,no,yes,yes,no,oscar_requests,'result display system orange warning message indicate top screen generate that user be be but there problem generate the'
no,yes,no,no,yes,no,oscar_requests,'find user search myoscar user new'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'update manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'------------- week'
no,no,no,no,no,no,oscar_requests,'location appointment'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'location field open text create when appointment new oscar screen be'
no,yes,no,no,yes,no,oscar_requests,'like we would drop it to be down field with with location preset'
no,yes,no,no,yes,no,oscar_requests,'without option override to text default clinic currently select'
yes,no,no,no,yes,no,oscar_requests,'only this will see be enable if caisi be be you oscar view'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'add appoint screen'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'n a'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,yes,no,oscar_requests,'not hamilton public health will able be pull to accurate report see where client be at'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'do uat will be hamilton public health'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'update manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,tbd
no,no,no,no,no,no,oscar_requests,'client demographic change'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
